date,w_AAPL,w_AMZN,w_GOOGL,w_JNJ,w_JPM,w_MA,w_MSFT,w_NVDA,w_ORCL,w_TSLA,ret_AAPL,ret_AMZN,ret_GOOGL,ret_JNJ,ret_JPM,ret_MA,ret_MSFT,ret_NVDA,ret_ORCL,ret_TSLA,portfolio_pnl,turnover,equal_weight_pnl,equal_weight_turnover,mvo_pnl,mvo_turnover
2022-04-12T00:00:00,0.037073,0.033426,0.038627,0.040533,0.073435,0.027182,0.027182,0.434918,0.260441,0.027182,0.016343,0.031524,0.017065,0.004225,-0.032234,0.02701,0.019712,0.032506,0.005294,0.035888,0.017885,0.11223,0.015733,0.013766,0.015733,0.013766
2022-04-13T00:00:00,0.046824,0.04259,0.038135,0.031106,0.116119,0.026738,0.026738,0.427814,0.217196,0.026738,-0.029988,-0.024653,-0.024358,-0.004207,-0.009269,0.007546,-0.027084,-0.042562,-0.003762,-0.036552,-0.025116,0.129646,-0.019489,0.013924,-0.019489,1.803481
2022-04-14T00:00:00,0.042334,0.045569,0.048157,0.034113,0.123103,0.030653,0.030653,0.49045,0.124315,0.030653,-0.001331,0.007109,0.007469,-0.012451,0.018554,-0.002851,0.002466,0.024697,-0.015481,0.019584,0.013263,0.203791,0.004776,0.010655,0.019584,0.0
2022-04-18T00:00:00,0.046129,0.039427,0.067793,0.031652,0.092864,0.027516,0.027516,0.44026,0.199326,0.027516,0.014115,0.034889,0.018269,0.030508,0.020707,0.019815,0.01704,0.019052,0.017131,0.023758,0.019624,0.20571,0.021528,0.00481,0.023758,0.0
2022-04-19T00:00:00,0.041334,0.036529,0.04263,0.029223,0.116996,0.02621,0.02621,0.419352,0.235306,0.02621,-0.001016,-0.026041,-0.015145,0.004424,0.003508,0.003902,0.003715,-0.032255,0.009175,-0.049555,-0.013566,0.121001,-0.009929,0.016823,-0.049555,0.392372
2022-04-20T00:00:00,0.049339,0.04154,0.066433,0.038652,0.108223,0.025307,0.040472,0.404911,0.188408,0.036715,-0.004844,-0.037026,-0.025191,-0.002882,-0.007752,-0.002327,-0.019381,-0.060469,-0.010088,0.032317,-0.030443,0.141967,-0.013764,0.017645,0.025411,0.381546
2022-04-21T00:00:00,0.039229,0.038181,0.041869,0.031646,0.115317,0.028231,0.028231,0.451703,0.197361,0.028231,-0.027821,-0.026609,-0.041494,-0.009926,-0.028722,-0.036385,-0.024144,-0.033097,-0.041142,-0.003698,-0.032354,0.142163,-0.027304,0.009219,-0.003698,1.574097
2022-04-22T00:00:00,0.041957,0.039395,0.043373,0.034713,0.121236,0.030636,0.030636,0.490179,0.137238,0.030636,0.006737,0.011943,0.028741,0.024623,-0.000315,0.009739,0.024413,0.019831,0.010104,-0.006995,0.014756,0.11666,0.012882,0.009099,0.01789,0.695776
2022-04-25T00:00:00,0.041407,0.033637,0.042986,0.030726,0.099714,0.030726,0.030726,0.491618,0.167733,0.030726,-0.037328,-0.045751,-0.035946,-0.00715,-0.029581,-0.029583,-0.037404,-0.055974,-0.032086,-0.121841,-0.046501,0.064224,-0.043264,0.019603,-0.014954,0.685443
2022-04-26T00:00:00,0.039448,0.04668,0.053766,0.043399,0.132037,0.028378,0.028378,0.454047,0.145489,0.028378,-0.001467,-0.008781,-0.036709,-0.01397,-0.013006,0.05074,0.048109,-0.019853,0.003355,0.005808,-0.010321,0.130717,0.001423,0.020435,-0.01397,1.033841
2022-04-27T00:00:00,0.032395,0.042305,0.040011,0.032395,0.158736,0.032395,0.032395,0.518319,0.078654,0.032395,0.045156,0.046534,0.036992,0.007468,0.015813,0.047736,0.022633,0.074233,0.018459,-0.004538,0.049724,0.207731,0.031049,0.018507,0.028284,0.946601
2022-04-28T00:00:00,0.036289,0.034927,0.052434,0.0365,0.121791,0.031237,0.031237,0.49979,0.124559,0.031237,-0.036605,-0.140494,-0.037233,-0.016352,-0.032269,-0.040783,-0.041812,-0.06243,-0.035986,-0.007692,-0.051219,0.142231,-0.045166,0.023584,-0.040783,1.100954
2022-04-29T00:00:00,0.033293,0.037665,0.049566,0.031063,0.153911,0.031063,0.031063,0.497011,0.104301,0.031063,0.001966,0.001758,0.021677,-0.010085,0.009132,-0.011943,0.025043,0.053162,0.008174,0.036956,0.031128,0.077676,0.013584,0.016279,-0.010921,0.083995
2022-05-02T00:00:00,0.040314,0.047196,0.057528,0.03508,0.189546,0.028653,0.028653,0.458454,0.085923,0.028653,0.009623,-0.00198,0.006442,-0.001959,0.02142,-0.003482,-0.009456,0.003532,-0.009595,0.006988,0.005281,0.142316,0.002153,0.007432,-0.002707,0.005083
2022-05-03T00:00:00,0.033224,0.033224,0.033224,0.033224,0.173051,0.033224,0.033224,0.531578,0.062806,0.033224,0.041008,0.013481,0.041991,0.010713,0.033081,0.02999,0.029101,0.037343,0.026197,0.047699,0.03433,0.176506,0.03106,0.008888,0.020123,0.026027
2022-05-04T00:00:00,0.035804,0.036869,0.046597,0.028333,0.212809,0.028333,0.028333,0.453332,0.101255,0.028333,-0.055716,-0.07561,-0.047076,-0.01909,-0.02502,-0.04111,-0.043555,-0.073276,-0.032044,-0.083286,-0.054063,0.197437,-0.049578,0.01885,-0.030229,1.000383
2022-05-05T00:00:00,0.033472,0.04565,0.039958,0.033472,0.144791,0.033472,0.033472,0.535545,0.066698,0.033472,0.00472,-0.014041,-0.006515,-0.002206,-0.001614,-0.017687,-0.009447,-0.008968,-0.004258,-0.008737,-0.007338,0.241438,-0.006875,0.004935,-0.002206,0.0
2022-05-06T00:00:00,0.03955,0.064353,0.049471,0.031119,0.114365,0.031119,0.031119,0.497903,0.109882,0.031119,-0.033189,-0.052134,-0.027953,0.005443,-0.015034,-0.055111,-0.036945,-0.092369,-0.013105,-0.09073,-0.06072,0.15428,-0.041113,0.026258,0.005443,0.0
2022-05-09T00:00:00,0.047634,0.059243,0.059083,0.039672,0.115882,0.031022,0.031022,0.496353,0.089067,0.031022,0.016112,0.000643,0.016745,-0.001353,-0.024372,-0.00811,0.018596,0.038053,0.013838,0.016427,0.019872,0.074595,0.008658,0.013448,-0.001353,0.0
